name,president,president_byline,date,title,initial_joy,initial_sadness,initial_fear,initial_disgust,initial_surprise,revised_joy,revised_sadness,revised_fear,revised_disgust,revised_surprise,initial_idelogical_tilt,initial_immigration,initial_executive_power,initial_federalism,initial_security_liberty,initial_economic_regulation,initial_social_inclusion,revised_idelogical_tilt,revised_immigration,revised_executive_power,revised_federalism,revised_security_liberty,revised_economic_regulation,revised_social_inclusion
executive-order-9024-establishing-the-war-production-board-the-executive-office-the,Franklin D. Roosevelt,32nd President of the United States: 1933 ‐ 1945,1942-01-16,Executive Order 9024-Establishing the War Production Board in the Executive Office of the President and Defining Its Functions and Duties,7.0,1.0,3.0,1.0,2.0,7.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,3.0,4.0,0.0
executive-order-6449-code-fair-competition-for-the-retail-jewelry-trade,Franklin D. Roosevelt,32nd President of the United States: 1933 ‐ 1945,1933-11-27,Executive Order 6449-Code of Fair Competition for the Retail Jewelry Trade,3.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,3.0,0.0,3.0,3.0,0.0,3.0,0.0,4.0,0.0,4.0,4.0,0.0,4.0,0.0
executive-order-7266-modification-executive-order-no-6910-november-26-1934-amended,Franklin D. Roosevelt,32nd President of the United States: 1933 ‐ 1945,1936-01-04,"Executive Order 7266-Modification of Executive Order No. 6910, of November 26, 1934, as Amended, Withdrawing Public Lands in Certain States, Wyoming",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
executive-order-6682-revocation-part-executive-order-no-5140-june-20-1929-withdrawing,Franklin D. Roosevelt,32nd President of the United States: 1933 ‐ 1945,1934-04-17,"Executive Order 6682-Revocation in Part of Executive Order No. 5140, of June 20, 1929, Withdrawing Public Lands Pending Resurvey",2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
executive-order-11841-amending-executive-order-no-10973-relating-administration-foreign,Gerald R. Ford,38th President of the United States: 1974 ‐ 1977,1975-02-28,"Executive Order 11841-Amending Executive Order No. 10973, Relating to Administration of Foreign Assistance and Related Functions, to Provide for a Development Coordination Committee",1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0
executive-order-6286-withdrawal-public-lands-for-resurvey-new-mexico,Franklin D. Roosevelt,32nd President of the United States: 1933 ‐ 1945,1933-09-14,"Executive Order 6286-Withdrawal of Public Lands for Resurvey, New Mexico",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0
executive-order-12201-credit-control,Jimmy Carter,39th President of the United States: 1977 ‐ 1981,1980-03-14,Executive Order 12201-Credit Control,3.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,4.0,0.0
executive-order-8578-withdrawal-public-land-for-use-the-war-department-aerial-bombing-and,Franklin D. Roosevelt,32nd President of the United States: 1933 ‐ 1945,1940-10-29,Executive Order 8578-Withdrawal of Public Land for Use of the War Department as an Aerial Bombing and Gunnery Range,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0
executive-order-amendments-civil-service-rules-17,Grover Cleveland,24th President of the United States: 1893 ‐ 1897,1895-05-24,Executive Order-Amendments of Civil Service Rules,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
executive-order-12513-prohibiting-trade-and-certain-other-transactions-involving-nicaragua,Ronald Reagan,40th President of the United States: 1981 ‐ 1989,1985-05-01,Executive Order 12513-Prohibiting Trade and Certain Other Transactions Involving Nicaragua,1.0,2.0,5.0,6.0,4.0,1.0,1.0,6.0,7.0,5.0,-3.0,0.0,3.0,0.0,4.0,-2.0,0.0,-4.0,-1.0,4.0,0.0,5.0,-3.0,0.0
executive-order-7991-exemption-p-julian-latham-from-compulsory-retirement-for-age,Franklin D. Roosevelt,32nd President of the United States: 1933 ‐ 1945,1938-10-21,Executive Order 7991-Exemption of P. Julian Latham from Compulsory Retirement for Age,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
executive-order-9344-changing-the-name-the-alley-dwelling-authority-national-capital,Franklin D. Roosevelt,32nd President of the United States: 1933 ‐ 1945,1943-05-21,Executive Order 9344-Changing the Name of the Alley Dwelling Authority to National Capital Housing Authority,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
executive-order-12766-european-bank-for-reconstruction-and-development-and-european-space,George Bush,41st President of the United States: 1989 ‐ 1993,1991-06-18,Executive Order 12766-European Bank for Reconstruction and Development and European Space Agency,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
executive-order-8816-suspending-the-provisions-the-saturday-half-holiday-act-march-3-1931,Franklin D. Roosevelt,32nd President of the United States: 1933 ‐ 1945,1941-07-05,"Executive Order 8816-Suspending the Provisions of the Saturday Half-Holiday Act of March 3, 1931, as to Certain Employees of the Government",1.0,3.0,4.0,1.0,2.0,1.0,3.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0
executive-order-11690-delegation-certain-functions-the-executive-director-the-domestic,Richard Nixon,37th President of the United States: 1969 ‐ 1974,1972-12-14,Executive Order 11690-Delegation of Certain Functions to the Executive Director of the Domestic Council,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0
executive-order-11310-assigning-emergency-preparedness-functions-the-attorney-general,Lyndon B. Johnson,36th President of the United States: 1963 ‐ 1969,1966-10-11,Executive Order 11310-Assigning Emergency Preparedness Functions to the Attorney General,0.0,2.0,3.0,0.0,2.0,0.0,2.0,3.0,0.0,2.0,1.0,-2.0,3.0,4.0,4.0,0.0,0.0,1.0,-2.0,3.0,4.0,4.0,0.0,0.0
executive-order-12444-continuation-export-control-regulations,Ronald Reagan,40th President of the United States: 1981 ‐ 1989,1983-10-14,Executive Order 12444-Continuation of Export Control Regulations,1.0,3.0,5.0,1.0,2.0,1.0,3.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-1.0,3.0,2.0,3.0,3.0,-1.0
executive-order-extension-hoopa-valley-reservation-boundaries,Benjamin Harrison,23rd President of the United States: 1889 ‐ 1893,1891-10-16,Executive Order-Extension of Hoopa Valley Reservation Boundaries,3.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,3.0,0.0,0.0,5.0,5.0,0.0,0.0,3.0
executive-order-9123-authorizing-the-procurement-division-use-quartz-crystals-acquired,Franklin D. Roosevelt,32nd President of the United States: 1933 ‐ 1945,1942-04-07,"Executive Order 9123-Authorizing the Procurement Division to Use Quartz Crystals Acquired Pursuant to the Act of June 7, 1939",6.0,1.0,4.0,1.0,3.0,7.0,1.0,5.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,3.0,3.0,0.0
executive-order-14092-reducing-gun-violence-and-making-our-communities-safer,"Joseph R. Biden, Jr.",46th President of the United States: 2021-2025,2023-03-14,Executive Order 14092-Reducing Gun Violence and Making Our Communities Safer,4.0,7.0,6.0,3.0,2.0,3.0,8.0,7.0,4.0,1.0,3.0,0.0,1.0,2.0,3.0,2.0,2.0,4.0,0.0,2.0,3.0,4.0,3.0,3.0
executive-order-13371-amendments-executive-order-13285-relating-the-presidents-council,George W. Bush,43rd President of the United States: 2001 ‐ 2009,2005-01-27,"Executive Order 13371-Amendments to Executive Order 13285, Relating to the Presidents Council on Service and Civic Participation",2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
executive-order-9710-terminating-the-office-inter-american-affairs-and-transferring,Harry S Truman,33rd President of the United States: 1945 ‐ 1953,1946-04-10,Executive Order 9710-Terminating the Office of Inter-american Affairs and Transferring Certain of Its Functions,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,-1.0,0.0,1.0,1.0,0.0,0.0,0.0,-1.0,0.0,1.0,1.0,0.0,0.0,0.0
executive-order-11230-delegating-certain-functions-the-president-the-director-the-bureau,Lyndon B. Johnson,36th President of the United States: 1963 ‐ 1969,1965-06-28,Executive Order 11230-Delegating Certain Functions of the President to the Director of the Bureau of the Budget,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0
executive-order-8526-coordinating-the-electrical-facilities-grand-coulee-dam-project-and,Franklin D. Roosevelt,32nd President of the United States: 1933 ‐ 1945,1940-08-26,Executive Order 8526-Coordinating the Electrical Facilities of Grand Coulee Dam Project and Bonneville Project,3.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,4.0,0.0,4.0,0.0
executive-order-11853-amending-executive-order-no-11829-relating-the-hopi-navajo-land,Gerald R. Ford,38th President of the United States: 1974 ‐ 1977,1975-04-17,"Executive Order 11853-Amending Executive Order No. 11829, Relating to the Hopi-Navajo Land Settlement Interagency Committee",2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
executive-order-10650-prescribing-regulations-governing-the-selection-certain-persons-who,Dwight D. Eisenhower,34th President of the United States: 1953 ‐ 1961,1956-01-06,Executive Order 10650-Prescribing Regulations Governing the Selection of Certain Persons Who Have Critical Skills for Enlistment in Units of the Ready Reserve of the Armed Forces,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0
executive-order-5163-authorizing-appointment-mr-howard-fyfe-classified-status-assistant,Herbert Hoover,31st President of the United States: 1929 ‐ 1933,1929-07-25,"Executive Order 5163-Authorizing Appointment of Mr. Howard Fyfe to Classified Status as Assistant Despatch Agent, U.S. Despatch Agency, New York",2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
executive-order-12813-presidents-commission-management-the-agency-for-international,George Bush,41st President of the United States: 1989 ‐ 1993,1992-08-04,Executive Order 12813-President's Commission on Management of the Agency for International Development (AID) Programs,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
executive-order-10063-defining-certain-functions-the-united-states-high-commissioner-for,Harry S Truman,33rd President of the United States: 1945 ‐ 1953,1949-06-13,Executive Order 10063-Defining Certain Functions of the United States High Commissioner for Germany,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
executive-order-11788-providing-for-the-orderly-termination-economic-stabilization,Richard Nixon,37th President of the United States: 1969 ‐ 1974,1974-06-18,Executive Order 11788-Providing for the Orderly Termination of Economic Stabilization Activities,2.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,-2.0,0.0
executive-order-7714-exemption-charles-r-torbert-from-compulsory-retirement-for-age,Franklin D. Roosevelt,32nd President of the United States: 1933 ‐ 1945,1937-09-23,Executive Order 7714-Exemption of Charles R. Torbert From Compulsory Retirement For Age,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
executive-order-8234-prescribing-regulations-governing-the-passage-and-control-vessels,Franklin D. Roosevelt,32nd President of the United States: 1933 ‐ 1945,1939-09-05,Executive Order 8234-Prescribing Regulations Governing the Passage and Control of Vessels Through the Panama Canal in Any War in Which the United States is Neutral,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,0.0,0.0
executive-order-8438-extending-the-provisions-the-civil-service-retirement-act-employees,Franklin D. Roosevelt,32nd President of the United States: 1933 ‐ 1945,1940-06-11,"Executive Order 8438-Extending the Provisions of the Civil Service Retirement Act to Employees of the Office of Legal Adviser, Department of State",5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
executive-order-6606-supplement-and-amplification-executive-order-no-6355-october-23-1933,Franklin D. Roosevelt,32nd President of the United States: 1933 ‐ 1945,1934-02-17,"Executive Order 6606-A-Supplement to and Amplification of Executive Order No. 6355 of October 23, 1933",3.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,1.0,0.0,3.0,1.0,3.0,0.0,3.0,2.0,0.0,4.0,2.0
executive-order-10080-enabling-certain-employees-the-federal-government-acquire,Harry S Truman,33rd President of the United States: 1945 ‐ 1953,1949-09-30,Executive Order 10080-Enabling Certain Employees of the Federal Government to Acquire a Competitive Civil Service Status,3.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
executive-order-7285-prescribing-the-official-flag-the-vice-president-the-united-states,Franklin D. Roosevelt,32nd President of the United States: 1933 ‐ 1945,1936-02-07,Executive Order 7285-Prescribing the Official Flag of the Vice President of the United States,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
executive-order-8480-excluding-certain-land-from-the-chugach-national-forest-and-reserving,Franklin D. Roosevelt,32nd President of the United States: 1933 ‐ 1945,1940-07-12,Executive Order 8480-Excluding Certain Land From the Chugach National Forest and Reserving it for Townsite Purposes,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
executive-order-11248-placing-certain-positions-levels-iv-and-v-the-federal-executive,Lyndon B. Johnson,36th President of the United States: 1963 ‐ 1969,1965-10-10,Executive Order 11248-Placing Certain Positions in Levels IV and V of the Federal Executive Salary Schedule,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
executive-order-13481-providing-order-succession-within-the-department-justice,George W. Bush,43rd President of the United States: 2001 ‐ 2009,2008-12-09,Executive Order 13481-Providing an Order of Succession Within the Department of Justice,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
executive-order-7729-amending-the-instructions-diplomatic-officers-and-the-consular,Franklin D. Roosevelt,32nd President of the United States: 1933 ‐ 1945,1937-10-16,Executive Order 7729-Amending the Instructions to Diplomatic Officers and the Consular Regulations,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
executive-order-5095-reserving-certain-described-lands-for-agricultural-experimentation,Herbert Hoover,31st President of the United States: 1929 ‐ 1933,1929-04-15,"Executive Order 5095-Reserving Certain Described Lands for Agricultural Experimentation Station Purposes and for Establishment of Nunivak Island Reservation, Alaska",4.0,1.0,3.0,2.0,1.0,5.0,1.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0
executive-order-13057-federal-actions-the-lake-tahoe-region,William J. Clinton,42nd President of the United States: 1993 ‐ 2001,1997-07-26,Executive Order 13057-Federal Actions in the Lake Tahoe Region,7.0,1.0,1.0,1.0,3.0,7.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,2.0,1.0
executive-order-14065-blocking-property-certain-persons-and-prohibiting-certain,"Joseph R. Biden, Jr.",46th President of the United States: 2021-2025,2022-02-21,Executive Order 14065-Blocking Property of Certain Persons and Prohibiting Certain Transactions With Respect to Continued Russian Efforts To Undermine the Sovereignty and Territorial Integrity of Ukraine,1.0,4.0,7.0,6.0,3.0,1.0,5.0,8.0,7.0,2.0,1.0,-2.0,4.0,0.0,3.0,3.0,0.0,1.0,-2.0,4.0,0.0,3.0,3.0,0.0
executive-order-12769-implementation-section-311a-the-comprehensive-anti-apartheid-act,George Bush,41st President of the United States: 1989 ‐ 1993,1991-07-10,Executive Order 12769-Implementation of Section 311(a) of the Comprehensive Anti-Apartheid Act,6.0,1.0,1.0,1.0,3.0,7.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
executive-order-12913-revocation-executive-order-no-12582,William J. Clinton,42nd President of the United States: 1993 ‐ 2001,1994-05-02,Executive Order 12913-Revocation of Executive Order No. 12582,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
executive-order-12597-establishing-procedures-for-facilitating-presidential-review,Ronald Reagan,40th President of the United States: 1981 ‐ 1989,1987-05-13,Executive Order 12597-Establishing Procedures for Facilitating Presidential Review of International Aviation Decisions by the Department of Transportation,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0
executive-order-7406-modifying-executive-orders-july-2-1910-and-february-17-1912-creating,Franklin D. Roosevelt,32nd President of the United States: 1933 ‐ 1945,1936-07-06,"Executive Order 7406-Modifying Executive Orders of July 2, 1910, and February 17, 1912, Creating Respectively Power Site Reserves Nos. 116 and 244, Colorado River (Formerly Grand River), Colorado",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0
executive-order-6992-approving-agreement-between-employer-members-the-division-the,Franklin D. Roosevelt,32nd President of the United States: 1933 ‐ 1945,1935-03-20,"Executive Order 6992-A-Approving Agreement Between Employer Members of the Division of the Painting, Paperhanging and Decorating Division of the Construction Industry and Certain of Their Employees in the Region of Erie County, Including the City of North Tonawanda in Niagara County and the Villages of Gowanda and Perrysburg in Cattaraugus County, State of New York",3.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,2.0,3.0,0.0
executive-order-11220-transferring-lands-the-state-washington-from-the-okanogan-national,Lyndon B. Johnson,36th President of the United States: 1963 ‐ 1969,1965-05-06,Executive Order 11220-Transferring Lands in the State of Washington From the Okanogan National Forest to the Wenatchee National Forest,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
executive-order-12165-federal-civilian-and-military-pay-increases,Jimmy Carter,39th President of the United States: 1977 ‐ 1981,1979-10-09,Executive Order 12165-Federal Civilian and Military Pay Increases,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0
executive-order-7835-revocation-executive-order-no-2184-april-27-1915-withdrawing-public,Franklin D. Roosevelt,32nd President of the United States: 1933 ‐ 1945,1938-03-11,"Executive Order 7835-Revocation of Executive Order No. 2184 of April 27, 1915, Withdrawing Public Lands",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
executive-order-11423-providing-for-the-performance-certain-functions-heretofore-performed,Lyndon B. Johnson,36th President of the United States: 1963 ‐ 1969,1968-08-16,Executive Order 11423-Providing for the Performance of Certain Functions Heretofore Performed by the President With Respect to Certain Facilities Constructed and Maintained on the Borders of the United States,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
executive-order-10430-authorizing-the-appointment-mrs-beth-campbell-short-the-competitive,Harry S Truman,33rd President of the United States: 1945 ‐ 1953,1953-01-17,Executive Order 10430-Authorizing the Appointment of Mrs. Beth Campbell Short to the Competitive Position Without Regard to the Civil Service Rules and Regulations,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
executive-order-restoring-malheur-indian-reservation-public-domain,Ulysses S. Grant,18th President of the United States: 1869 ‐ 1877,1876-01-28,Executive Order-Restoring Malheur Indian Reservation to Public Domain,3.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
executive-order-9114-withdrawing-public-lands-for-use-the-war-department-for-military,Franklin D. Roosevelt,32nd President of the United States: 1933 ‐ 1945,1942-03-28,Executive Order 9114-Withdrawing Public Lands for Use of the War Department for Military Purposes,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0
executive-order-10861-suspension-certain-provisions-section-5762-title-10-the-united,Dwight D. Eisenhower,34th President of the United States: 1953 ‐ 1961,1960-02-11,"Executive Order 10861-Suspension of Certain Provisions of Section 5762 of Title 10 of the United States Code Which Relate to the Promotion of Officers of the Supply Corps, Chaplain Corps, Civil Engineer Corps, and Medical Service Corps of the Navy",1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0
executive-order-8568-establishing-the-st-lawrence-advisory-committee-and-providing-for,Franklin D. Roosevelt,32nd President of the United States: 1933 ‐ 1945,1940-10-16,"Executive Order 8568-Establishing the St. Lawrence Advisory Committee and Providing for a Preliminary Investigation of International Rapids Section, St. Lawrence River",2.0,1.0,3.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,0.0,4.0,4.0,3.0,3.0,0.0,2.0,0.0,4.0,4.0,3.0,3.0,0.0
executive-order-7809-amending-paragraph-13-subdivision-iii-schedule-the-civil-service,Franklin D. Roosevelt,32nd President of the United States: 1933 ‐ 1945,1938-02-08,"Executive Order 7809-Amending Paragraph 13, Subdivision III, Schedule A of the Civil Service Rules",1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
executive-order-464,Abraham Lincoln,16th President of the United States: 1861 ‐ 1865,1862-07-01,Executive Order,6.0,4.0,1.0,1.0,5.0,6.0,4.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,3.0,0.0,0.0
executive-order-14154-unleashing-american-energy,Donald J. Trump (2nd Term),47th President of the United States: 2025-present,2025-01-20,Executive Order 14154-Unleashing American Energy,7.0,2.0,5.0,6.0,3.0,8.0,1.0,6.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,-1.0,3.0,2.0,3.0,-4.0,-3.0
executive-order-13138-continuance-certain-federal-advisory-committees,William J. Clinton,42nd President of the United States: 1993 ‐ 2001,1999-09-30,Executive Order 13138-Continuance of Certain Federal Advisory Committees,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
executive-order-5285-classification-eustaquio-vallecer-for-faithful-and-meritorious,Herbert Hoover,31st President of the United States: 1929 ‐ 1933,1930-02-25,Executive Order 5285-Classification of Eustaquio Vallecer for Faithful and Meritorious Service,7.0,1.0,1.0,1.0,3.0,7.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
executive-order-8549-designating-the-secretary-the-treasury-accept-behalf-the-united,Franklin D. Roosevelt,32nd President of the United States: 1933 ‐ 1945,1940-09-24,Executive Order 8549-Designating the Secretary of the Treasury To Accept on Behalf of the United States a Certain Tract of Land Authorized To Be Conveyed to the United States by the Legislature of Puerto Rico,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
executive-order-37,Theodore Roosevelt,26th President of the United States: 1901 ‐ 1909,1902-06-13,Executive Order,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
executive-order-7372-amendment-schedule-the-civil-service-rules,Franklin D. Roosevelt,32nd President of the United States: 1933 ‐ 1945,1936-05-18,Executive Order 7372-Amendment of Schedule A of the Civil Service Rules,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
